url,title_raw,cusine_check,cite,count_review,cusine,check,title,address,count_photo,rating,normalized_rating,category_raw,category,rating_by_category
https://www.tripadvisor.ru/Restaurant_Review-g608960-d10532950-Reviews-Sicily_Pizzeria-Anapa_Krasnodar_Krai_Southern_District.html,12. Сицилия пиццерия,"Итальянская, Японская|$$ - $$$","“Очень удивили роллами, но не пиццей!”
“Отзыв о кафе”",189.0,"Итальянская, Японская",$$ - $$$,Сицилия,"Астраханская 3, Анапа 353451 Россия",97,4.0,1.3133604823645753,№ 12 из 262 – Рестораны – Анапа,Рестораны,1.2622251533088222
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8798929-Reviews-Jan_pizza-Anapa_Krasnodar_Krai_Southern_District.html,13. Jan pizza,"Итальянская, Фьюжн|$","“Номер один по доставке”
“Советую ,очень вкусно”",48.0,"Итальянская, Фьюжн",$,Jan,"Симферопольское шоссе, 7, Анапа 353440 Россия",65,4.5,1.114646742116251,№ 13 из 262 – Рестораны – Анапа,Рестораны,1.0881293572207338
https://www.tripadvisor.ru/Restaurant_Review-g608960-d23241310-Reviews-Bufeto-Anapa_Krasnodar_Krai_Southern_District.html,14. Буфето,"Здоровая, Кафе|$","“Вкусно, разнообразное меню,”
“Спасибо!”",41.0,"Здоровая, Кафе",$,Буфето,"Анапа, Астраханская,  4, Анапа 353440 Россия",83,4.5,1.1407118723217229,№ 14 из 262 – Рестораны – Анапа,Рестораны,1.1141755201150116
https://www.tripadvisor.ru/Restaurant_Review-g608960-d23064890-Reviews-OM_NOM_NOM-Anapa_Krasnodar_Krai_Southern_District.html,15. OM NOM NOM - суши роллы пицца,"Пицца, Суши|$","“Доставка в отель”
“Классное место!”",24.0,"Пицца, Суши",$,OM,"Шевченко 24, Анапа 353440 Россия",45,4.5,1.0334194044610483,№ 3 из 36 – Японская – Анапа,Японская,1.7407326007326005
https://www.tripadvisor.ru/Restaurant_Review-g608960-d14149921-Reviews-Slivki-Anapa_Krasnodar_Krai_Southern_District.html,Сливки,"Кофе и чай, Кафе|$","“Приходите!”
“Вкусные и качественные десерты в...”",7.0,"Кофе и чай, Кафе",$,Сливки,"ул.Пушкина 17, Анапа 353440 Россия",5,4.5,0.921951571255906,№ 4 из 15 – Кофе и чай – Анапа,Кофе и чай,1.1388198757763974
https://www.tripadvisor.ru/Restaurant_Review-g608960-d7127788-Reviews-Restaurant_Oblaka-Anapa_Krasnodar_Krai_Southern_District.html,16. Ресторан Облака,"Морепродукты, Европейская|$$ - $$$","“Вино и мидии”
“Добрый день! Были в данном”",188.0,"Морепродукты, Европейская",$$ - $$$,Ресторан,"ул. Гребенская, 3 А, Анапа 353440 Россия",134,4.0,1.3889600043951214,№ 6 из 27 – Морепродукты – Анапа,Морепродукты,3.0
https://www.tripadvisor.ru/Restaurant_Review-g608960-d6025028-Reviews-Corona-Anapa_Krasnodar_Krai_Southern_District.html,17. Корона,"Итальянская, Европейская|$$ - $$$","“Лучший персонал”
“Замечательный ресторан”",63.0,"Итальянская, Европейская",$$ - $$$,Корона,"Горького, 22 / Гребенская 8Б ТЦ Солнечный, Анапа 353440 Россия",43,4.5,1.0933887759586858,№ 7 из 47 – Итальянская – Анапа,Итальянская,1.505788655788656
https://www.tripadvisor.ru/Restaurant_Review-g608960-d12618266-Reviews-Pizzeria_Skorohot-Anapa_Krasnodar_Krai_Southern_District.html,18. Пиццерия Скорохот,"Итальянская, Японская|$","“Пицца огонь! Очень вкусные, гигантские...”
“Самые лучшие роллы в городе”",61.0,"Итальянская, Японская",$,Пиццерия,"Угол ул. Омелькова, 21 и ул. Владимирская, 134, Анапа 353454 Россия",23,4.5,1.048345648829799,№ 8 из 47 – Итальянская – Анапа,Итальянская,1.3806915306915308
https://www.tripadvisor.ru/Restaurant_Review-g608960-d6025047-Reviews-Expa_Cafe-Anapa_Krasnodar_Krai_Southern_District.html,19. Expa Cafe,$$ - $$$,"“Пришли по отзывам, кофе реально”
“одна из лучших кофеен города”",54.0,,$$ - $$$,Expa,"Ленина, 22, Анапа 353440 Россия",43,4.5,1.0785861443797384,№ 19 из 262 – Рестораны – Анапа,Рестораны,1.0520850171795304
https://www.tripadvisor.ru/Restaurant_Review-g608960-d20331904-Reviews-Letov-Anapa_Krasnodar_Krai_Southern_District.html,20. Летов,"Американская, Европейская|$","“Для любителей пива, бургеров и рока”
“Рекомендую”",20.0,"Американская, Европейская",$,Летов,"Ленина, 30А, Анапа 353440 Россия",52,4.5,1.041454235798264,№ 20 из 262 – Рестораны – Анапа,Рестораны,1.0148609816579708
https://www.tripadvisor.ru/Restaurant_Review-g608960-d5567041-Reviews-Pivnaya_Demokratiya-Anapa_Krasnodar_Krai_Southern_District.html,21. Трактир Пивная Демократия,"Паб с пивоварней, Бар|$$ - $$$","“Это что-то”
“Качественное место.”",100.0,"Паб с пивоварней, Бар",$$ - $$$,Трактир,"ул. Ленина, 181, Анапа 353440 Россия",70,4.5,1.2106114712668936,№ 21 из 262 – Рестораны – Анапа,Рестораны,1.184234986397389
https://www.tripadvisor.ru/Restaurant_Review-g608960-d12913454-Reviews-Pizza_na_Drovah-Anapa_Krasnodar_Krai_Southern_District.html,22. Пицца На Дровах,"Пицца, Европейская|$","“Вкусно, качественно, дороговато”
“Спокойное место для вкусной еды”",19.0,"Пицца, Европейская",$,Пицца,"ул. Таманская, 20, Анапа 353422 Россия",44,4.5,1.0231080375782882,№ 5 из 28 – Пицца – Анапа,Пицца,2.181818181818182
https://www.tripadvisor.ru/Restaurant_Review-g608960-d10400277-Reviews-Timer_Lounge_Bar-Anapa_Krasnodar_Krai_Southern_District.html,23. Timer Lounge Bar,"Мексиканская, Европейская|$$ - $$$","“Супер место”
“Вечерок в Timer”",43.0,"Мексиканская, Европейская",$$ - $$$,Timer,"Промышленная, 3, Анапа 353417 Россия",53,4.5,1.0813708658389187,№ 23 из 262 – Рестораны – Анапа,Рестораны,1.0548399328639773
https://www.tripadvisor.ru/Restaurant_Review-g608960-d3927181-Reviews-MOPE-Anapa_Krasnodar_Krai_Southern_District.html,24. MOPE,"Итальянская, Морепродукты|$$ - $$$","“Отдых в Анапе”
“Не без косяков, но приемлемо”",287.0,"Итальянская, Морепродукты",$$ - $$$,MOPE,"ул. Набережная, 2, Анапа 353440 Россия",161,3.5,1.5081563839138556,№ 24 из 262 – Рестораны – Анапа,Рестораны,1.432286597214818
https://www.tripadvisor.ru/Restaurant_Review-g608960-d23280544-Reviews-KoKoMo-Anapa_Krasnodar_Krai_Southern_District.html,25. KoKoMo,"Латиноамериканская, Морепродукты|$","“Очень понравилось”
“Вкусно, необычная подача”",10.0,"Латиноамериканская, Морепродукты",$,KoKoMo,"Черноморская 1, Анапа 353440 Россия",18,5.0,1.0540256565212611,№ 25 из 262 – Рестораны – Анапа,Рестораны,1.0524053062221197
https://www.tripadvisor.ru/Restaurant_Review-g608960-d15020557-Reviews-Pelmen_Varenich-Anapa_Krasnodar_Krai_Southern_District.html,26. Пельмень варенич,Русская|$,"“Очень вкусно”
“Завтрак в поездке.”",12.0,Русская,$,Пельмень,"Лермонтова, 118, Анапа 353447 Россия",36,5.0,1.0948934183056809,№ 27 из 262 – Рестораны – Анапа,Рестораны,1.0932784872383088
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8090295-Reviews-Cafe_Zolotoi_Drakon-Anapa_Krasnodar_Krai_Southern_District.html,27. Кафе Золотой Дракон,Китайская|$$ - $$$,"“Всем советую”
“Неожиданное место для анапы”",43.0,Китайская,$$ - $$$,Кафе,"ул. Омелькова, 32, Анапа 353451 Россия",47,4.5,1.068844769805516,№ 26 из 262 – Рестораны – Анапа,Рестораны,1.0423138368305744
https://www.tripadvisor.ru/Restaurant_Review-g608960-d15110963-Reviews-Waffster-Anapa_Krasnodar_Krai_Southern_District.html,28. Waffster,"Десерты, Китайская|$","“Отличный кофе”
“Щщ”",11.0,"Десерты, Китайская",$,Waffster,"Краснодарская, 1, Анапа 353451 Россия",29,5.0,1.0786349027579387,№ 1 из 5 – Десерты – Анапа,Десерты,2.28125
https://www.tripadvisor.ru/Restaurant_Review-g608960-d9699063-Reviews-Cafe_Poseydon-Anapa_Krasnodar_Krai_Southern_District.html,29. Кафе Посейдон,$$ - $$$,"“Потанцевать, випить бокал пива, но не...”
“Неплохо”",56.0,,$$ - $$$,Кафе,"ул.Горького, Анапа Россия",51,4.0,0.9985770794418196,№ 28 из 262 – Рестораны – Анапа,Рестораны,0.9470813714733812
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8685329-Reviews-Cafe_Prichal-Anapa_Krasnodar_Krai_Southern_District.html,30. Кафе Причал,"Морепродукты, Кавказская|$$ - $$$","“тихое место для шумных кампаний”
“Приятное кафе рядом с пляжем”",51.0,"Морепродукты, Кавказская",$$ - $$$,Кафе,"г. Анапа, ул. Набережная, 19, Анапа 353440 Россия",35,4.0,0.956950472475552,№ 29 из 262 – Рестораны – Анапа,Рестораны,0.9054412164276895
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8745167-Reviews-Steakhouse_Lucky_Bull-Anapa_Krasnodar_Krai_Southern_District.html,31. Стейк Хаус Lucky Bull,"Стейк-хаус, Гриль|$$ - $$$","“Прекрасный вечер👏👏”
“Лучший ресторан для семейного отдыха!!”",47.0,"Стейк-хаус, Гриль",$$ - $$$,Стейк,"ул. Горького, 22, Анапа 353440 Россия",57,4.5,1.0963005438962752,№ 11 из 47 – Итальянская – Анапа,Итальянская,1.4716783216783218
https://www.tripadvisor.ru/Restaurant_Review-g608960-d11797714-Reviews-Khinkalnaya-Anapa_Krasnodar_Krai_Southern_District.html,32. Хинкальная,$$ - $$$,"“Самые вкусные хинкали.”
“Это обычное кафе, а не хинкальная.”",118.0,,$$ - $$$,Хинкальная,"ул. Горького, 20, Анапа Россия",59,3.5,1.0172522250302165,№ 31 из 262 – Рестораны – Анапа,Рестораны,0.940924513246639
https://www.tripadvisor.ru/Restaurant_Review-g608960-d13194757-Reviews-Brynza-Anapa_Krasnodar_Krai_Southern_District.html,33. Брынза,"Армянская, Грузинская|$$ - $$$","“Отличный караоке”
“Интересное место”",119.0,"Армянская, Грузинская",$$ - $$$,Брынза,"ул. Шевченко, 1а, Анапа 353440 Россия",129,4.0,1.2650347489286893,№ 32 из 262 – Рестораны – Анапа,Рестораны,1.2137097467609963
https://www.tripadvisor.ru/Restaurant_Review-g608960-d6025026-Reviews-Olymp-Anapa_Krasnodar_Krai_Southern_District.html,34. Олимп,"Кофе и чай, Европейская|$$ - $$$","“Неоднозначно”
“Быстро и вкусно, не первый”",36.0,"Кофе и чай, Европейская",$$ - $$$,Олимп,"Горького, 7а, Анапа 353440 Россия",16,4.0,0.8926134490715306,№ 1 из 15 – Кофе и чай – Анапа,Кофе и чай,2.1956521739130435
https://www.tripadvisor.ru/Restaurant_Review-g608960-d12941383-Reviews-Zharovnya-Anapa_Krasnodar_Krai_Southern_District.html,35. Жаровня,"Итальянская, Европейская|$","“классный шашлык”
“Быстро и вкусно”",21.0,"Итальянская, Европейская",$,Жаровня,"Гребенская, 1, Анапа 353450 Россия",14,4.5,0.963767031095484,№ 12 из 47 – Итальянская – Анапа,Итальянская,1.050971250971251
https://www.tripadvisor.ru/Restaurant_Review-g608960-d15127566-Reviews-Julius_Meinl-Anapa_Krasnodar_Krai_Southern_District.html,36. Julius Meinl,"Кофе и чай, Европейская|$","“Хороший кофе”
“Отличный кофе и атмосфера !”",12.0,"Кофе и чай, Европейская",$,Julius,"Революции проспект, 3/1, Анапа 353440 Россия",19,5.0,1.0594028128777055,№ 2 из 15 – Кофе и чай – Анапа,Кофе и чай,2.1403726708074533
https://www.tripadvisor.ru/Restaurant_Review-g608960-d7184804-Reviews-Cherkesskiy_Aul-Anapa_Krasnodar_Krai_Southern_District.html,37. Черкесский Аул,Кавказская|$$ - $$$,"“Вкусно, но дорого Качеством”
“Неплохое место”",65.0,Кавказская,$$ - $$$,Черкесский,"ул. Набережная, 23, Анапа 353440 Россия",27,4.0,0.9632753268871552,№ 34 из 262 – Рестораны – Анапа,Рестораны,0.9118040054616805
https://www.tripadvisor.ru/Restaurant_Review-g608960-d19352638-Reviews-Pinta_Crafta-Anapa_Krasnodar_Krai_Southern_District.html,38. Пинта крафта,"Европейская, Бар|$","“За три посещения место показалось”
“Лучшее заведение Анапы”",27.0,"Европейская, Бар",$,Пинта,"пер. Кордонный, 4, Анапа Россия",35,4.0,0.917476788265026,№ 35 из 262 – Рестораны – Анапа,Рестораны,0.8659025014359267
https://www.tripadvisor.ru/Restaurant_Review-g608960-d2327915-Reviews-Skazka-Anapa_Krasnodar_Krai_Southern_District.html,39. Сказка,"Русская, Бар|$$ - $$$","“Хорошо”
“Место популярное, столы заняты,”",111.0,"Русская, Бар",$$ - $$$,Сказка,"ул. Горького, 2, Анапа 353440 Россия",31,3.5,0.9472839523129328,№ 5 из 21 – Бар – Анапа,Бар,1.7685185185185186
https://www.tripadvisor.ru/Restaurant_Review-g608960-d17473625-Reviews-Park_Giuseppe-Anapa_Krasnodar_Krai_Southern_District.html,40. Парк Джузеппе,"Итальянская, Европейская|$$ - $$$","“Парк Джузеппе”
“неплохо”",23.0,"Итальянская, Европейская",$$ - $$$,Парк,"Гребенская, 1/1, Анапа 353440 Россия",15,4.0,0.8691441874519283,№ 14 из 47 – Итальянская – Анапа,Итальянская,0.9038461538461539
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8348077-Reviews-Mishutka-Anapa_Krasnodar_Krai_Southern_District.html,41. Мишутка,Русская|$,"“Очень вкусно.”
“Отличное обслуживание!”",15.0,Русская,$,Мишутка,"Красноармейская, 11а, Анапа 353440 Россия",1,4.5,0.9267587353038128,№ 9 из 59 – Русская – Анапа,Русская,1.7440476190476193
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8345831-Reviews-Coffee_Club-Anapa_Krasnodar_Krai_Southern_District.html,42. Кофе Клуб,"Кофе и чай, Европейская|$$ - $$$","“Супер”
“Вкусно и дружелюбно”",18.0,"Кофе и чай, Европейская",$$ - $$$,Кофе,"Гребенская, 8, Анапа 353440 Россия",12,4.5,0.9546574552247006,№ 3 из 15 – Кофе и чай – Анапа,Кофе и чай,1.7574534161490685
https://www.tripadvisor.ru/Restaurant_Review-g608960-d13085287-Reviews-Nacional-Anapa_Krasnodar_Krai_Southern_District.html,43. Nacional,"Средиземноморская, Европейская|$$ - $$$","“Я бы назвал «Немо».”
“В целом все вкусно. Хорошая”",52.0,"Средиземноморская, Европейская",$$ - $$$,Nacional,"ул. Маяковского, 2Б Отель Утёсов, Анапа 353400 Россия",72,4.0,1.0358394681903087,№ 6 из 19 – Средиземноморская – Анапа,Средиземноморская,2.0
https://www.tripadvisor.ru/Restaurant_Review-g608960-d23302588-Reviews-The_Room_Family_Cafe-Anapa_Krasnodar_Krai_Southern_District.html,44. The Room Family,"Итальянская, Американская|$$ - $$$","“Дровяная печь и этим все сказано!”
“Отличное семейное кафе!”",7.0,"Итальянская, Американская",$$ - $$$,The,"Анапское шоссе, 105б 105b, Анапа 353445 Россия",30,5.0,1.0741436380617515,№ 15 из 47 – Итальянская – Анапа,Итальянская,1.2086247086247086
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8500682-Reviews-Russkiy_Appetit-Anapa_Krasnodar_Krai_Southern_District.html,45. Столовая Русский аппетит,"Европейская, Русская|$","“Годная столовая для питания семьёй”
“Чисто и большое разнообразие блюд”",17.0,"Европейская, Русская",$,Столовая,"ул. Крымская, 172, Анапа 353440 Россия",11,4.5,0.9509250357103616,№ 30 из 117 – Европейская – Анапа,Европейская,1.1238539898132427
https://www.tripadvisor.ru/Restaurant_Review-g608960-d20150001-Reviews-Pelmen_Varenich-Anapa_Krasnodar_Krai_Southern_District.html,46. Пельмень Варенич,Русская|$$ - $$$,"“Вкусно, сытно, остались очень довольны!”
“Вкусно как дома, только лучше! 😀”",10.0,Русская,$$ - $$$,Пельмень,"Анапское шоссе, 1Г, Анапа 353913 Россия",28,4.5,0.9749024832435996,№ 12 из 59 – Русская – Анапа,Русская,2.3958333333333335
https://www.tripadvisor.ru/Restaurant_Review-g608960-d2327880-Reviews-Boulevar-Anapa_Krasnodar_Krai_Southern_District.html,47. Бульвар,"Европейская, Французская|$$ - $$$","“Если отмечать семейный праздник, то...”
“Праздник”",27.0,"Европейская, Французская",$$ - $$$,Бульвар,"ул. Черноморская, д.1, Анапа 353440 Россия",7,4.0,0.8590216734424789,№ 43 из 262 – Рестораны – Анапа,Рестораны,0.8074473866133798
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8351022-Reviews-Uzbekskaya_Kukhnya-Anapa_Krasnodar_Krai_Southern_District.html,48. Узбекская Кухня,$,"“Нормально”
“Честная еда”",22.0,,$,Узбекская,"Красноармейская, 1а, Анапа 353440 Россия",12,4.5,0.9612364025931216,№ 44 из 262 – Рестораны – Анапа,Рестораны,0.9346485676845983
https://www.tripadvisor.ru/Restaurant_Review-g608960-d6025134-Reviews-Barbaris-Anapa_Krasnodar_Krai_Southern_District.html,49. Барбарис,"Японская, Морепродукты|$$ - $$$","“На любое событие”
“Неплохо”",44.0,"Японская, Морепродукты",$$ - $$$,Барбарис,"Первомайская, 39, Анапа 353445 Россия",45,4.0,0.9663141413031536,№ 7 из 36 – Японская – Анапа,Японская,1.8645421245421245
https://www.tripadvisor.ru/Restaurant_Review-g608960-d12682174-Reviews-Porto_Nero-Anapa_Krasnodar_Krai_Southern_District.html,50. Porto Nero,"Морепродукты, Европейская|$$$$","“Видовая терраса”
“Приятное милое место с красивым видом”",52.0,"Морепродукты, Европейская",$$$$,Porto,"Набережная 1Б, Анапа Россия",55,4.0,1.0003488627623338,№ 13 из 27 – Морепродукты – Анапа,Морепродукты,1.5896511896511898
https://www.tripadvisor.ru/Restaurant_Review-g608960-d19804791-Reviews-Hungry_Brothers-Anapa_Krasnodar_Krai_Southern_District.html,51. Hungry Brothers,"Американская, Европейская|$","“Приходил зимой ,пришёл летом )”
“Голодные братья”",9.0,"Американская, Европейская",$,Hungry,"Краснодарская,  2, Анапа 353451 Россия",5,5.0,1.0252410449401164,№ 5 из 15 – Американская – Анапа,Американская,1.0
https://www.tripadvisor.ru/Restaurant_Review-g608960-d15066369-Reviews-33_Pingvina-Anapa_Krasnodar_Krai_Southern_District.html,52. 33 Пингвина,"Итальянская, Бельгийская|$","“Лучшее мороженое в Анапе!!! 🍨❤️”
“One love”",7.0,"Итальянская, Бельгийская",$,Пингвина,"Краснодарская, 2 ТЦ Лабиринт, Анапа 353440 Россия",15,5.0,1.0428283979782442,№ 16 из 47 – Итальянская – Анапа,Итальянская,1.1252913752913751
https://www.tripadvisor.ru/Restaurant_Review-g608960-d12695510-Reviews-Peshkov_Street_Cafe-Anapa_Krasnodar_Krai_Southern_District.html,53. Пешков Стрит кафе,"Американская, Европейская|$$ - $$$","“Немного отдохнули от Анапы в этом кафе.”
“Уютное кафе с ярким интерьером,”",43.0,"Американская, Европейская",$$ - $$$,Пешков,"ул. Горького, 9А, Анапа Россия",59,3.5,0.8938969618723218,№ 6 из 15 – Американская – Анапа,Американская,0.8987135506003431
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8348543-Reviews-Parus-Anapa_Krasnodar_Krai_Southern_District.html,54. кафе Парус,"Европейская, Русская|$$ - $$$","“Приятно провести время”
“Вкусная кухня, медленное обслуживание”",50.0,"Европейская, Русская",$$ - $$$,кафе,"Анапа г., 40 лет Победы ул., д. 1а, Анапа 353454 Россия",53,4.0,0.9928840237336556,№ 37 из 117 – Европейская – Анапа,Европейская,1.8482173174872665
https://www.tripadvisor.ru/Restaurant_Review-g608960-d17668587-Reviews-TESTO_con_PESTO-Anapa_Krasnodar_Krai_Southern_District.html,55. TESTO con PESTO,"Итальянская, Пицца|$$ - $$$","“Есть к чему стремиться”
“Интересная пицца”",23.0,"Итальянская, Пицца",$$ - $$$,TESTO,"ул. Горького, 18А, Анапа 353440 Россия",45,4.0,0.931774667618943,№ 17 из 47 – Итальянская – Анапа,Итальянская,1.0705128205128205
https://www.tripadvisor.ru/Restaurant_Review-g608960-d21249162-Reviews-Ryba_i_Dym-Anapa_Krasnodar_Krai_Southern_District.html,56. Рыба и Дым,"Бар, Кафе|$$$$","“Супер!”
“Оооочень вкусно”",5.0,"Бар, Кафе",$$$$,Рыба,"Морская,  14А, Анапа 353456 Россия",21,5.0,1.0520650203274369,№ 7 из 21 – Бар – Анапа,Бар,1.3518518518518519
https://www.tripadvisor.ru/Restaurant_Review-g608960-d8347364-Reviews-Konfety_Cofe-Anapa_Krasnodar_Krai_Southern_District.html,57. Конфеты И Кофе,$$ - $$$,"“Правильное название «Кофе и печенье...”
“Вкусно”",16.0,,$$ - $$$,Конфеты,"Пионерский проспект, 30в, Анапа 353456 Россия",2,4.5,0.9304911548181518,№ 54 из 262 – Рестораны – Анапа,Рестораны,0.9038870622143194
https://www.tripadvisor.ru/Restaurant_Review-g608960-d17750828-Reviews-TOKO_SUSHI-Anapa_Krasnodar_Krai_Southern_District.html,58. ТОКОсуши,"Суши, Японская кухня-фьюжн|$$ - $$$","“Сплошное разочарование(”
“Не оправданные ожидания. Не вкусно”",16.0,"Суши, Японская кухня-фьюжн",$$ - $$$,ТОКОсуши,"Толмазова, 56, Анапа 353440 Россия",10,4.0,0.8471926161960224,№ 3 из 12 – Суши – Анапа,Суши,0.0
